the_geom,OBJECTID_1,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp
POINT (-73.92529386805565 40.762162549772675),1247,4,Queens,401,22,36,12,12,4139,Other,5/1/2018,3015 Broadway,3015 Broadway,31st Street,Broadway & 31st Avenue,Queens,401,Q102,Not Applicable,40.7622,-73.9253,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-74.01177626460799 40.71387907033078),2003,1,Manhattan,101,1,66,26,10,1942,BID,6/13/2013,230 Greenwich Street,230 Greenwich Street,Greenwich Street & Barclay Street,Greenwich Street & Washington Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7139,-74.0118,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.91508559086297 40.634478954526784),255,3,Brooklyn,318,46,59,19,8,196,Bus Route,9/19/2013,7721 Flatlands Avenue,7721 Flatlands Avenue,Flatlands Avenue,East 77th and 78th Streets,Brooklyn,318,B6,Not Applicable,40.6345,-73.9151,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.89097059154699 40.65026175172404),338,3,Brooklyn,318,42,60,19,8,3490,Bus Route,2/13/2017,11112 Flatlands Avenue,11112 Flatlands Avenue,Flatlands Avenue,Louisiana Avenue & Vandalia Avenue,Brooklyn,318,B82,Not Applicable,40.6503,-73.891,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 2.0
POINT (-73.9194268270553 40.76605185140069),1280,4,Queens,401,22,36,12,12,2848,General,12/16/2014,33-01 30th Avenue,33-01 30th Avenue,30th Avenue,33rd Street and 34th Street,Queens,401,Not Applicable,Not Applicable,40.7661,-73.9194,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91850157781292 40.74313473484771),1077,4,Queens,402,26,37,12,14,1077,BID,9/11/2012,46-09 Queens Blvd,46-09 Queens Blvd,Queens Blvd,46th Street and Carolyn Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.7431,-73.9185,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89516713253877 40.64736599267911),324,3,Brooklyn,318,42,58,19,8,4156,Bus Route,9/13/2018,764 East 105th Street,764 East 105th Street,Flatlands Avenue,E 104th Street and E 105th Street,Brooklyn,318,B82,Not Applicable,40.6474,-73.8952,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 2.0
POINT (-73.98590131260954 40.68895624216444),680,3,Brooklyn,302,33,52,25,8,1891,Other,5/1/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.689,-73.9859,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.81829853443244 40.7298241207267),988,4,Queens,408,24,27,16,6,3311,Municipal Facilities,7/8/2016,70-35 150th Street,150-5 70th Road,70th Road,150th Street & Kissena Boulevard,Queens,408,Not Applicable,Not Applicable,40.7298,-73.8183,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96365426419305 40.76762200118201),1292,1,Manhattan,108,4,73,28,12,3038,General,2/5/2015,921 Lexington Avenue,139 E 68th Street,E 68th Street,East 67th Street and East 68th Street,Manhattan,108,M66,Not Applicable,40.7676,-73.9637,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.82356747293028 40.75815906091251),1221,4,Queens,407,20,40,16,6,3808,Senior Safety,6/28/2017,142-30 Barclay Avenue,142-46 Sanford Avenue,Sanford Avenue,Bowne Street & Union Street,Queens,407,Q12,Not Applicable,40.7582,-73.8236,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.930503167268 40.65410523450544),371,3,Brooklyn,317,41,58,20,9,138,Bus Route,4/21/2012,789 Utica Avenue,789 Utica Avenue,Utica Avenue,Lenox Road and Linden Boulevard,Brooklyn,317,B46,Not Applicable,40.6541,-73.9305,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.96630316164641 40.76171959849415),1238,1,Manhattan,108,4,73,28,12,2926,General,12/10/2014,205 East 59th Street,999 3rd Ave,3rd Avenue,E. 59th Street & E. 60th Street,Manhattan,108,Not Applicable,East Midtown Partnership,40.7617,-73.9663,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00188909805658 40.68714263225101),668,3,Brooklyn,306,39,52,26,7,3109,General,5/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.6871,-74.0019,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKED 1.0
POINT (-74.0019974238769 40.574613845475895),16,3,Brooklyn,313,47,46,23,8,1165,Senior Center,9/17/2012,3602 Mermaid Avenue,3602 Mermaid Avenue,Mermaid Avenue,Surf and Mermaid Avenues,Brooklyn,313,Not Applicable,Not Applicable,40.5746,-74.002,AE,,1,BACKED 1.0
POINT (-73.95590311201624 40.764166303709345),1265,1,Manhattan,108,5,76,28,12,3156,AAR,4/13/2016,1275 York Ave,1275 York Ave,York Ave,E 67th Street & E 66th Street,Manhattan,108,Not Applicable,Not Applicable,40.7642,-73.9559,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91990157277918 40.80952572152592),1511,2,Bronx,201,8,84,29,15,2134,Community Health Centers,9/9/2013,468 East 140th Street,468 East 140th Street,East 140th Street,Willis and Brook Avenues,Bronx,201,Not Applicable,Not Applicable,40.8095,-73.9199,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.75318163904649 40.60298875595714),102,4,Queens,414,31,23,10,5,2446,Plaza,12/9/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.603,-73.7532,X,AREA OF MINIMAL FLOOD HAZARD,1,BACKED 1.0
POINT (-73.99597155318457 40.73852773814631),1035,1,Manhattan,105,3,75,27,12,1669,General,6/14/2013,568 6th Avenue,568 6th Avenue,6th Avenue,West 15th & 16th Street,Manhattan,105,Not Applicable,Not Applicable,40.7385,-73.996,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.8626907068941 40.729396591273975),985,4,Queens,406,29,28,16,6,2290,General,12/11/2013,95-02 63rd Drive,95-02 63rd Drive,63rd Drive,Queens Blvd & Saunders Street,Queens,406,Not Applicable,Not Applicable,40.7294,-73.8627,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92932658058122 40.641774754491344),297,3,Brooklyn,317,45,41,21,9,3536,Bus Route,7/26/2016,1250 Utica Avenue,1250 Utica Avenue,Utica Avenue,Avenue D & Foster Avenue,Brooklyn,317,B46,Not Applicable,40.6418,-73.9293,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 1.0
POINT (-73.93521152667074 40.84984919762326),2068,1,Manhattan,112,10,72,31,13,2987,Municipal Facilities,1/20/2015,648 West 181st Street,648 West 181st Street,West 181st Street,Broadway and Wadsworth Avenue,Manhattan,112,BX35,Not Applicable,40.8498,-73.9352,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.85874859137071 40.8239837164071),1609,2,Bronx,209,18,85,34,15,2866,Municipal Facilities,12/19/2014,845 White Plains Road,845 White Plains Road,White Plains Road,Story Avenue & Turnbull Avenue,Bronx,209,BX36,Not Applicable,40.824,-73.8587,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.95892312400844 40.67548578441559),562,3,Brooklyn,308,35,57,20,9,2673,General,10/6/2014,528 Prospect Place,528 Prospect Place,Prospect Place,Classon Avenue & Franklin Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.6755,-73.9589,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.98165056775312 40.575535769897364),21,3,Brooklyn,313,47,46,23,8,1157,Senior Center,10/25/2012,1310 Surf Avenue,1310 Surf Avenue,Surf Avenue,West 12th Street and Stilwell Avenue,Brooklyn,313,Not Applicable,Not Applicable,40.5755,-73.9817,AE,,1,BACKED 1.0
POINT (-73.99830505142741 40.64620065358773),317,3,Brooklyn,312,38,51,17,7,3763,Senior Safety,8/23/2017,4023 8th Avenue,4023 8th Avenue,8th Avenue,40th Street & 41st Street,Brooklyn,312,Not Applicable,Not Applicable,40.6462,-73.9983,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.99111020550133 40.61834092603108),178,3,Brooklyn,311,38,49,22,10,3397,Bus Route,10/29/2016,6610 18th Avenue,6610 18th Avenue,18th Avenue,66th Street & 67th Street,Brooklyn,311,B8,Not Applicable,40.6183,-73.9911,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.80978014820154 40.763932787843025),1261,4,Queens,407,20,40,16,6,2545,Municipal Facilities,6/11/2014,155-06 Roosevelt Avenue,155-06 Roosevelt Avenue,Roosevelt Avenue,155th Street and 156th Street,Queens,407,Not Applicable,Not Applicable,40.7639,-73.8098,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89005308263278 40.83411226705276),1674,2,Bronx,203,17,79,32,15,2433,Senior Center,4/23/2014,910 E 172nd Street,910 E 172nd Street,E 172nd Street,Southern Boulevard and Minford Street,Bronx,203,Not Applicable,Not Applicable,40.8341,-73.8901,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93998394273419 40.70803614826092),846,3,Brooklyn,301,34,53,18,7,1935,General,6/19/2013,228 Bushwick Avenue,228 Bushwick Avenue,Bushwick Avenue,Montrose & Meserole Street,Brooklyn,301,Not Applicable,Not Applicable,40.708,-73.94,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9415930010305 40.82280968565607),1983,1,Manhattan,110,9,71,30,13,1658,Senior Center,2/4/2017,2730 Frederick Douglass Boulevard,2730 Frederick Douglass Boulevard,W 145th Street,W 145th Street & W 146th Street,Manhattan,110,BX19,Not Applicable,40.8228,-73.9416,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 1.0
POINT (-74.19627313527613 40.54422150852417),5,5,Staten Island,503,51,62,24,11,1817,General,3/6/2013,455 Huguenot Avenue,929 Woodrow Road,Woodrow Road,Woodrow Road & Boulder Street,Staten Island,503,S56,Not Applicable,40.5442,-74.1963,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95415431703658 40.69473963741051),742,3,Brooklyn,303,33,50,25,8,3874,General,1/11/2018,724 Myrtle Avenue,724 Myrtle Avenue,Myrtle Avenue,Walworth Street & Sanford Street,Brooklyn,303,Not Applicable,,40.6947,-73.9542,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 2.0
POINT (-73.89101030985391 40.82034443621674),1581,2,Bronx,202,17,85,32,15,3733,Bus Route,6/29/2017,925 Hunts Point Avenue,925 Hunts Point Avenue,Hunts Point Avenue,Southern Blvd & Bruckner Blvd,Bronx,202,BX6,Not Applicable,40.8203,-73.891,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.94461552705621 40.61635880751382),159,3,Brooklyn,314,45,41,19,9,4178,Bus Route,9/25/2018,2955 Kings Highway,2955 Kings Highway,Kings Highway,Nostrand Avenue & East 31st Street,Brooklyn,314,B82,Not Applicable,40.6164,-73.9446,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 2.0
POINT (-73.9544633667127 40.76568669601969),2008,1,Manhattan,108,5,76,28,12,1986,General,1/10/2014,1320 York Avenue,1313 & 1320 York Avenue,York Avenue,E 70th & E 71st Street,Manhattan,108,Not Applicable,Not Applicable,40.7657,-73.9545,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.83161959642482 40.88466270384229),1868,2,Bronx,212,12,83,36,16,2460,Health Care Facilities,5/2/2014,4015 Boston Road,4015 Boston Road,Dyre Avenue,Boston Road and Conner Street,Bronx,212,BX16,Not Applicable,40.8847,-73.8316,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94072156454422 40.83975971675529),1693,1,Manhattan,112,10,72,31,13,3002,Municipal Facilities,1/23/2015,3959 Broadway,3959 Broadway,Broadway,West 166th Street & West 167th Street,Manhattan,112,M5,Not Applicable,40.8398,-73.9407,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98485480555846 40.61737542452908),173,3,Brooklyn,311,47,49,22,10,2489,General,6/3/2014,6317 20th Avenue,6317 20th Avenue,20th Avenue,63rd Street & 64th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6174,-73.9849,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94273459523755 40.831354114338176),1647,1,Manhattan,109,7,71,30,13,4125,Bus Route,7/12/2018,460 West 155th Street,1909 Amsterdam Avenue,West 155th Street,Amsterdam Avenue & Saint Nicholas Avenue,Manhattan,109,BX6,Not Applicable,40.8314,-73.9427,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.94108069726937 40.69638552548181),750,3,Brooklyn,303,36,56,18,8,3467,Bus Route,10/29/2016,995 Myrtle Avenue,995 Myrtle Avenue,Myrtle Avenue,Marcus Garvey Boulevard & Throop Avenue,Brooklyn,303,B54,Not Applicable,40.6964,-73.9411,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94060324823835 40.799816141148966),1924,1,Manhattan,111,8,68,29,13,1126,General,2/6/2013,1897 Lexington Avenue,1897 Lexington Avenue,East 118th Street,East 118th and 119th Streets,Manhattan,111,Not Applicable,Not Applicable,40.7998,-73.9406,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.92627165203243 40.757154504988286),1211,4,Queens,401,26,36,12,12,2748,Municipal Facilities,11/6/2014,33-09 35th Avenue,33-09 35th Avenue,35th Avenue,33rd Street & 34th Street,Queens,401,Not Applicable,Not Applicable,40.7572,-73.9263,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94993068572916 40.78063117760761),2028,1,Manhattan,108,5,76,28,12,2312,Senior Center,1/10/2014,1732 2nd Avenue,1732 2nd Avenue,2nd Avenue,E 90th Street & E 91st Street,Manhattan,108,M15,Not Applicable,40.7806,-73.9499,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00671283640067 40.72297509981687),949,1,Manhattan,102,1,66,26,10,980,BID,7/3/2012,431 Canal Street,431 Canal Street,Canal Street,Varick Street & Hudson Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.723,-74.0067,AE,,2,BACKED 1.0
POINT (-73.93668228499989 40.85545963323917),1773,1,Manhattan,112,10,71,31,13,3668,General,3/25/2017,620 Fort Washington Avenue,620 Fort Washington Avenue,Fort Washington Avenue,W. 187th Street & W 190th Street,Manhattan,112,Not Applicable,Not Applicable,40.8555,-73.9367,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.74038414055033 40.755028810075515),1191,4,Queens,411,23,25,11,3,1947,General,7/3/2013,242-02 61st Avenue,242-02 61st Avenue,Douglaston Parkway,61st Avenue & 65th Avenue,Queens,411,Q30,Not Applicable,40.755,-73.7404,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.8442473388548 40.72117671618794),939,4,Queens,406,29,28,16,6,3423,General,7/13/2016,107-37 71st Avenue,107-37 71st Aveue,71st Avenue,Austin Street & Queens Boulevard,Queens,406,Not Applicable,Not Applicable,40.7212,-73.8442,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.929410959229 40.855025409958024),1771,1,Manhattan,112,10,72,31,13,3641,Senior Safety,8/1/2017,1602 St. Nicholas Avenue,1602 St. Nicholas Avenue,St. Nicholas Avenue,W. 191st Street & W. 190th Street,Manhattan,112,Not Applicable,Not Applicable,40.855,-73.9294,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98663855951675 40.68998274778975),692,3,Brooklyn,302,33,52,25,8,990,BID,2/11/2013,179 Livingston Street,179 Livingston Street,Livingston Street,Gallatin Place and Hoyt Street,Brooklyn,302,B41,Court-Livingston-Schermerhorn,40.69,-73.9866,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-74.0089524891075 40.711602863484735),868,1,Manhattan,101,1,66,26,10,1941,BID,5/8/2013,217 Broadway,217 Broadway,Vesey Street,Church Street & Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7116,-74.009,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.8185016046541 40.82116571575927),1587,2,Bronx,210,13,82,34,14,3568,Bus Route,2/4/2017,3948 E Tremont Avenue,3948 E Tremont Avenue,E Tremont Avenue,Sampson Avenue & Cross Bronx Expwy,Bronx,210,BX40,Not Applicable,40.8212,-73.8185,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.93354936275941 40.84915351084157),1746,1,Manhattan,112,10,72,31,13,3388,General,6/16/2016,1420 St Nicholas Avenue,566 W 181st Street,W 181st Street,St Nicholas Avenue & Audubon Avenue,Manhattan,112,Not Applicable,Washington Heights,40.8492,-73.9335,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.8782097198009 40.881622368715696),1856,2,Bronx,207,11,81,36,13,2220,Senior Center,12/2/2013,3518 Bainbridge Avenue,3518 Bainbridge Avenue,Bainbridge Avenue,East Gun Hill Road and East 211th Street,Bronx,207,Not Applicable,Not Applicable,40.8816,-73.8782,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.84082702960517 40.66211282676413),2224,4,Queens,410,32,23,15,8,58,SBS,1/31/2019,157-02 CROSS BAY BOULEVARD,157-02 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,157th Avenue & 158th Avenue,Queens,51,q52,,40.6621,-73.8408,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,LEANING BAR
POINT (-73.9326506777154 40.85099401120096),1759,1,Manhattan,112,10,72,31,13,3638,Senior Safety,8/1/2017,1471 St. Nicholas Avenue,1471 St. Nicholas Avenue,St. Nicholas Avenue,W. 184th Street & W. 183rd Street,Manhattan,112,Not Applicable,Not Applicable,40.851,-73.9327,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92093501234636 40.763473940827474),1258,4,Queens,401,22,36,12,12,2253,General,12/9/2013,30-94 34th Street,30-94 34th Street,34th Street,30th and 31st Avenue,Queens,401,Not Applicable,Not Applicable,40.7635,-73.9209,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9615609818124 40.70749782524529),2064,3,Brooklyn,301,33,50,18,7,2920,Municipal Facilities,1/7/2015,175 Division Street,175 Division Street,Division Street,Lee Avenue & Roebling Street,Brooklyn,301,B62,Not Applicable,40.7075,-73.9616,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.8467252744223 40.6886073857327),679,4,Queens,409,32,38,10,7,4035,Bus Route,4/27/2018,97-04 Atlantic Avenue,97-04 Atlantic Avenue,Atlantic Avenue,96th Street & 100th Street,Queens,409,Q24,Not Applicable,40.6886,-73.8467,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.87380097227148 40.82686580056388),2040,2,Bronx,209,18,85,32,15,2459,Health Care Facilities,5/2/2014,1105 Morrison Avenue,1105 Morrison Avenue,Morrison Avenue,Watson Avenue and Bruckner Boulevard,Bronx,209,BX27,Not Applicable,40.8269,-73.8738,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5,BACKLESS 1.0
POINT (-73.93840556480296 40.846290715358926),1729,1,Manhattan,112,10,72,31,13,3337,Plaza,12/1/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8463,-73.9384,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.84416715291896 40.72181898087747),942,4,Queens,406,29,28,16,6,1655,Senior Center,3/5/2013,107-55 Queens Boulevard,107-55 Queens Blvd,Queens Blvd,71st Avenue & 70th Road,Queens,406,Q60,Not Applicable,40.7218,-73.8442,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.77124862399248 40.764131725728966),1264,4,Queens,411,19,26,11,6,1511,BID,1/28/2013,40-07 Bell Blvd,40-07 Bell Blvd,Bell Blvd,40th and 41st Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7641,-73.7712,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98053542010388 40.61485712065487),153,3,Brooklyn,311,47,48,22,10,266,Bus Route,4/3/2013,6310 Bay Parkway,6310 Bay Parkway,Bay Parkway,63rd & 64th Street,Brooklyn,311,B6,Not Applicable,40.6149,-73.9805,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95533052695205 40.57763510793503),25,3,Brooklyn,313,48,45,23,8,3239,Senior Center,4/13/2016,1151 Brighton Beach Avenue,1151 Brighton Beach Avenue,Brighton Beach Avenue,Brighton 15th Street & Brighton 14th Street,Brooklyn,313,Not Applicable,Not Applicable,40.5776,-73.9553,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.95565394208872 40.68040713435775),1922,3,Brooklyn,303,36,57,25,8,1106,General,9/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804,-73.9557,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93345968630211 40.668674591326145),507,3,Brooklyn,309,35,43,20,9,1547,General,1/18/2013,1044 Eastern Parkway,,Eastern Parkway,Utica Avenue & Schenectady Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.6687,-73.9335,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93087376416786 40.65504685505015),377,3,Brooklyn,317,41,58,20,9,137,Bus Route,4/21/2012,746 Utica Avenue,746 Utica Avenue,Utica Avenue,Lenox Road and Linden Boulevard,Brooklyn,317,B46,Not Applicable,40.655,-73.9309,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.93112557838951 40.658806751399695),397,3,Brooklyn,317,41,58,20,9,3540,Bus Route,7/26/2016,611 Utica Avenue,611 Utica Avenue,Utica Avenue,Winthrop Street & Rutland Road,Brooklyn,317,B46,Not Applicable,40.6588,-73.9311,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95244800731584 40.65117847085659),2079,3,Brooklyn,317,40,42,20,9,3049,General,11/26/2014,801 Rogers Avenue,801 Rogers Avenue,Rogers Avenue,Church Avenue & Martense Street,Brooklyn,317,B44,Not Applicable,40.6512,-73.9524,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93262871482553 40.79558869600309),1459,1,Manhattan,111,8,68,29,13,1232,General,10/11/2012,318 Pleasant Avenue,318 Pleasant Avenue,Pleasant Avenue,East 116th and 117th Streets,Manhattan,111,Not Applicable,Not Applicable,40.7956,-73.9326,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,BACKED 1.0
POINT (-73.98098379295676 40.575673502924886),22,3,Brooklyn,313,47,46,23,8,2222,Bus Route,10/31/2013,1243 Surf Avenue,1243 Surf Avenue,Surf Avenue,Stillwell Avenue and West 12th Street,Brooklyn,313,B36,Not Applicable,40.5757,-73.981,AE,,1,BACKLESS 1.0
POINT (-73.92970991294497 40.686653802946076),650,3,Brooklyn,303,36,56,25,8,112,Bus Route,4/30/2012,191 & 193 Malcolm X Boulevard,191 & 193 Malcolm X Boulevard,Malcolm X Boulevard,Putnam Avenue and Madison Street,Brooklyn,303,B46,Not Applicable,40.6867,-73.9297,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.89522154952304 40.85867334268496),1776,2,Bronx,205,15,86,33,15,2725,Municipal Facilities,9/3/2014,2400 Marion Avenue,2400 Marion Avenue,Marion Avenue,East 184th Street & East 187th Street,Bronx,205,Not Applicable,Not Applicable,40.8587,-73.8952,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.85661956614447 40.81547547664649),1540,2,Bronx,209,18,85,34,15,2891,Municipal Facilities,12/17/2014,456 White Plains Road,456 White Plains Road,White Plains Road,Lacombe Avenue and Patterson Avenue,Bronx,209,BX39,Not Applicable,40.8155,-73.8566,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
