the_geom,OBJECTID_1,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp
POINT (-73.90309022501286 40.83892972480579),1688,2,Bronx,203,16,79,33,15,2729,Municipal Facilities,9/12/2014,1537 Washington Avenue,1537 Washington Avenue,Clearmont Parkway,Clearmont Parkway and E. 171st Street,Bronx,206,Not Applicable,Not Applicable,40.8389,-73.9031,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97885695180065 40.683324020010986),633,3,Brooklyn,306,39,52,25,9,1539,General,1/7/2013,35 Fourth Avenue,35 4th Avenue,4th Avenue,Pacific Street & Dean Street,Brooklyn,306,Not Applicable,Not Applicable,40.6833,-73.9789,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89725506169195 40.64044708506062),294,3,Brooklyn,318,46,59,19,8,2581,Municipal Facilities,7/7/2014,1600 Rockaway Parkway,1678 Rockaway Parkway,Rockaway Parkway,Avenue J & Avenue K,Brooklyn,318,B42,Not Applicable,40.6404,-73.8973,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.95099255908048 40.663448520294764),442,3,Brooklyn,309,40,43,20,9,2763,General,7/28/2014,1022 Nostrand Avenue,1022 Nostrand Avenue,Nostrand Avenue,Empire Boulevard and Sterling Street,Brooklyn,309,B44,Not Applicable,40.6634,-73.951,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.9045078032629 40.906017291440655),1882,2,Bronx,208,11,81,34,16,2833,General,12/23/2014,5661 Riverdale Avenue,5661 Riverdale Avenue,Riverdale Avenue,West 258th Street & West 259th Street,Bronx,208,Not Applicable,Not Applicable,40.906,-73.9045,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.0121031494725 40.71392091736883),2002,1,Manhattan,101,1,66,26,10,1942,BID,6/13/2013,230 Greenwich Street,230 Greenwich Street,Greenwich Street & Barclay Street,Greenwich Street & Washington Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7139,-74.0121,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.88772016724495 40.65406488813342),376,3,Brooklyn,305,42,60,19,8,161,Bus Route,9/16/2013,1000 Pennsylvania Avenue,1000 Pennsylvania Avenue,Cozine Avenue,Pennsylvania and Sheffield Avenues,Brooklyn,305,B6,Not Applicable,40.6541,-73.8877,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.9612118379766 40.61959805092503),188,3,Brooklyn,314,44,48,17,9,2430,Health Care Facilities,4/16/2014,1221 East 14th Street,1221 East 14th Street,East 14th Street,Locust Avenue & Avenue L,Brooklyn,314,Not Applicable,Not Applicable,40.6196,-73.9612,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.95455561869593 40.76592055821706),2009,1,Manhattan,108,5,76,28,12,1986,General,1/10/2014,1313 York Avenue,1313 & 1320 York Avenue,York Avenue,E 70th & E 71st Street,Manhattan,108,Not Applicable,Not Applicable,40.7659,-73.9546,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00573156167863 40.652838227460464),368,3,Brooklyn,307,38,51,20,7,2893,Municipal Facilities,1/5/2015,987 4th Avenue,985 4th Avenue,4th Avenue,38th Street and 39th Street,Brooklyn,307,B70,Not Applicable,40.6528,-74.0057,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88391707863002 40.874000459453846),1841,2,Bronx,207,11,78,36,13,1795,General,5/31/2013,264 East 204th Street,264 East 204th Street,East 204th Street,E Mosholu Parkway & Grand Concourse,Bronx,207,Not Applicable,Not Applicable,40.874,-73.8839,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.90134218795633 40.8206468571189),1582,2,Bronx,203,17,79,32,15,2138,Community Health Centers,9/11/2013,871 Prospect Avenue,871 Prospect Avenue,Prospect Avenue,East 161st and 162nd Streets,Bronx,203,Not Applicable,Not Applicable,40.8206,-73.9013,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93983047872675 40.7894160632447),1411,1,Manhattan,111,8,68,30,13,3904,General,10/14/2017,410 E 106th Street,410 E 106th Street,E 106th Street,1st Avenue & FDR Drive,Manhattan,111,M106,Not Applicable,40.7894,-73.9398,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,BACKLESS 2.0
POINT (-73.97935094677766 40.61599708511193),162,3,Brooklyn,311,47,48,22,10,264,Bus Route,4/3/2013,6120 Bay Parkway,6120 Bay Parkway,Bay Parkway,61st & 62nd Street,Brooklyn,311,B6,Not Applicable,40.616,-73.9794,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94249478406317 40.66541266162974),461,3,Brooklyn,309,35,43,20,9,2049,General,6/21/2013,389 Kingston Avenue,389 Kingston Avenue,Kingston Avenue,Crown and Montgomery Streets,Brooklyn,309,Not Applicable,Not Applicable,40.6654,-73.9425,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.91050106617159 40.775897522802275),1332,4,Queens,401,22,36,13,14,3516,General,10/17/2016,31-04 Ditmars Blvd,31-04 Ditmars Blvd,Ditmars Blvd,31st Street & 33rd Street,Queens,401,Not Applicable,Not Applicable,40.7759,-73.9105,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.80910304456556 40.67491325047636),557,4,Queens,410,28,31,10,5,2601,Municipal Facilities,7/10/2014,128-16 Rockaway Boulevard,128-16 Rockaway Boulevard,Rockaway Boulevard,128th Street and 130th Street,Queens,410,Q27,Not Applicable,40.6749,-73.8091,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.94918522153412 40.58836087879445),46,3,Brooklyn,315,48,45,22,9,3908,Senior Safety,1/12/2018,2981 Ocean Avenue,2981 Ocean Avenue,Ocean Avenue,Avenue Z & Jerome Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.5884,-73.9492,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 2.0
POINT (-74.00729355027501 40.72753174041605),974,1,Manhattan,102,3,66,27,10,984,BID,7/3/2012,345 Hudson Street,345 Hudson Street,Hudson Street,Charlton and King Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.7275,-74.0073,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKED 1.0
POINT (-73.96424560937155 40.633603432857555),247,3,Brooklyn,314,40,44,21,9,3441,Bus Route,2/10/2017,1319 Foster Avenue,1319 Foster Avenue,Foster Avenue,Rugby Road & Argyle Road,Brooklyn,314,B8,Not Applicable,40.6336,-73.9642,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 2.0
POINT (-73.77969637226663 40.7297279488695),986,4,Queens,408,23,25,11,6,747,Bus Route,4/16/2013,189-19 & 189-23 Union Turnpike,189-23 Union Turnpike,Union Turnpike,189th & 190th Street,Queens,408,Q46,Not Applicable,40.7297,-73.7797,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.73982201324807 40.659895841394224),404,4,Queens,413,31,31,10,5,3172,General,5/25/2016,144-20 243rd Street,144-20 243rd Street,243rd Street,144th Avenue & 145th Avenue,Queens,413,Not Applicable,Not Applicable,40.6599,-73.7398,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.93139462973926 40.66679770271015),473,3,Brooklyn,309,35,43,20,9,3192,Municipal Facilities,11/13/2015,324 Utica Avenue,324 Utica Avenue,Utica Avenue,President Street & Carroll Street,Brooklyn,309,Not Applicable,Not Applicable,40.6668,-73.9314,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93609034676285 40.70021745738342),785,3,Brooklyn,304,34,53,18,7,1035,Senior Center,9/14/2012,10 Forrest Street,10 Forrest Street,Forrest Street,Noll Street and Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.7002,-73.9361,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.88835958291928 40.81728271869879),1556,2,Bronx,202,17,85,32,15,1780,General,2/4/2013,830 Hunts Point Avenue,830 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.8173,-73.8884,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91739497633175 40.840209944114775),1695,2,Bronx,204,16,77,29,15,3479,Bus Route,2/4/2017,1 E 170th Street,1 E 170th Street,E 170th Street,Jerome Avenue & Townsend Avenue,Bronx,204,BX11,Not Applicable,40.8402,-73.9174,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.991675285777 40.6175200789309),174,3,Brooklyn,311,47,49,22,10,3398,Bus Route,10/29/2016,6715 18th Avenue,6715 18th Avenue,18th Avenue,67th Street & 68th Street,Brooklyn,311,B8,Not Applicable,40.6175,-73.9917,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.92168458078855 40.67827774777483),586,3,Brooklyn,303,41,55,25,8,2930,Municipal Facilities,1/8/2015,319 Ralph Avenue,319 Ralph Avenue,Fulton Street,Ralph Avenue and Howard Avenue,Brooklyn,303,B25,Not Applicable,40.6783,-73.9217,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94734639695413 40.83036580026549),1639,1,Manhattan,109,7,71,30,13,1858,Senior Center,4/9/2013,3664 Broadway,3664 Broadway,Broadway,151st & 152nd Streets,Manhattan,109,M04,Not Applicable,40.8304,-73.9473,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-74.03321281812286 40.61846119306861),179,3,Brooklyn,310,43,46,22,11,2936,General,1/5/2015,9302 Third Avenue,9302 Third Avenue,Third Avenue,93rd Street and 94th Street,Brooklyn,310,Not Applicable,Not Applicable,40.6185,-74.0332,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.87045888295651 40.66795431551905),484,3,Brooklyn,305,42,60,19,8,4019,Bus Route,1/19/2018,2555 Linden Boulevard,2555 Linden Boulevard,Linden Boulevard,Euclid Avenue & Fountain Avenue,Brooklyn,305,B20,Not Applicable,40.668,-73.8705,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 2.0
POINT (-73.94166433656011 40.62005595963975),190,3,Brooklyn,318,45,41,17,9,3582,Bus Route,5/6/2017,3405 Kings Highway,3405 Kings Highway,Kings Highway,Avenue M & E. 34th Street,Brooklyn,999,B7,Not Applicable,40.6201,-73.9417,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 2.0
POINT (-73.9305872140615 40.673558254155424),545,3,Brooklyn,308,36,56,25,9,125,Bus Route,4/21/2012,155 Utica Avenue,155 Utica Avenue,Utica Avenue,Prospect Place and St. Marks Avenue,Brooklyn,308,B46,Not Applicable,40.6736,-73.9306,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.84336157304622 40.67193977509489),528,4,Queens,410,32,23,15,8,4226,Bus Route,1/24/2019,137-20 CROSS BAY BLVD,137-20 CROSS BAY BLVD,CROSS BAY BLVD,Pitkin Avenue & Van Wicklen Road,Queens,410,Q52,Not Applicable,40.6719,-73.8434,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 2.0
POINT (-73.93956257357851 40.69871274431439),763,3,Brooklyn,303,36,56,18,8,1059,Senior Center,9/27/2012,888 Park Avenue,888 Park Avenue,Park Avenue,East 78th and 79th Streets,Brooklyn,303,Not Applicable,Not Applicable,40.6987,-73.9396,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.75310685050532 40.656155515402645),386,4,Queens,413,31,31,10,5,3240,Municipal Facilities,5/25/2016,148-15 230th Street,148-15 230th Street,230th Street,148th Avenue & 149th Avenue,Queens,413,Not Applicable,Not Applicable,40.6562,-73.7531,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.93757998799579 40.58394633331055),2033,3,Brooklyn,315,48,41,23,8,2388,Senior Center,3/5/2014,3031 Emmons Avenue,3031 Emmons Avenue,Emmons Avenue,Nostrand Avenue & Lake Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.5839,-73.9376,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.9073444155849 40.67031261522701),520,3,Brooklyn,316,37,55,19,8,1720,BID,2/21/2013,1777 Pitkin Avenue,1777 Pitkin Avenue,Pitkin Avenue,Watkin Street & Mother Gaston Blvd,Brooklyn,316,Not Applicable,Pitkin Avenue,40.6703,-73.9073,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93642758993992 40.79438408551588),1435,1,Manhattan,111,8,68,30,13,1259,General,10/11/2012,2182 First Avenue,2182 First Avenue,1st Avenue,East 112th and 114th Streets,Manhattan,111,M15,Not Applicable,40.7944,-73.9364,AE,,3,BACKLESS 1.0
POINT (-73.90087313082644 40.88524269163423),1869,2,Bronx,208,11,81,34,13,3866,Senior Safety,9/1/2017,5825 Broadway,5825 Broadway,W 238th Street,W 238th Street & W 240th Street,Bronx,208,Not Applicable,Not Applicable,40.8852,-73.9009,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 2.0
POINT (-73.77987043113846 40.770716151075774),1313,4,Queens,411,19,26,11,6,2981,Municipal Facilities,1/30/2015,32-24 Corporal Kennedy Street,32-24 Corporal Kennedy Street,Corporal Kennedy Street,32nd Avenue and 33rd Avenue,Queens,411,Q28,Not Applicable,40.7707,-73.7799,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95875991559241 40.6682668016539),2022,3,Brooklyn,309,35,57,20,9,2260,General,11/26/2013,895 Franklin Avenue,895 Franklin Avenue,Franklin Avenue,Carroll Street & President Street,Brooklyn,309,Not Applicable,Not Applicable,40.6683,-73.9588,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.99204019464281 40.69054187704146),699,3,Brooklyn,302,33,52,26,7,987,BID,6/19/2012,106 Court Street,106 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6905,-73.992,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.99441837048764 40.71429654571226),2056,1,Manhattan,103,1,65,26,7,2735,General,7/25/2014,88 East Broadway,88 East Broadway,Division Street,Market & Forsyth Street,Manhattan,103,Not Applicable,Chinatown,40.7143,-73.9944,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.8580285923322 40.82095471721298),1583,2,Bronx,209,18,87,32,15,2867,Municipal Facilities,12/19/2014,711 White Plains Road,711 White Plains Road,White Plains Road,Seward Avenue & Lafayette Avenue,Bronx,209,BX39,Not Applicable,40.821,-73.858,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.9390614332975 40.67389745837072),548,3,Brooklyn,308,36,56,25,9,1802,Senior Center,5/30/2013,196 Albany Avenue,196 Albany Avenue,Albany Avenue,St Marks Place and Prospect Place,Brooklyn,308,Not Applicable,Not Applicable,40.6739,-73.9391,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93405060249503 40.84936078919045),2240,1,Manhattan,112,10,72,31,13,74,SBS,9/10/2020,600 W 181st Street,600 W 181st Street,W 181st Street & St Nicholas Avenue,St Nicholas Avenue and Wadsworth Avenue,Manhattan,12,BX03,,40.8494,-73.9341,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR
POINT (-73.9854425602486 40.66875775163344),501,3,Brooklyn,306,39,52,21,7,2010,General,7/9/2013,329 9th Street,329 9th Street,9th Street,5th & 6th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.6688,-73.9854,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94709850850708 40.71085553700526),858,3,Brooklyn,301,34,53,18,7,3220,Municipal Facilities,5/5/2016,97 Maujer Street,97 Maujer Street,Leonard Street,Maujer Street & Grand Street,Brooklyn,301,Not Applicable,Not Applicable,40.7109,-73.9471,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.8625749634915 40.74953406636623),1940,4,Queens,404,21,39,13,14,1342,Plaza,6/1/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495,-73.8626,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.93999844325198 40.81783043020766),1561,1,Manhattan,110,9,70,30,13,2369,Senior Center,3/28/2014,120 W 140th Street,120 W 140th Street,W 140th Street,Adam Clayton Powell Jr. Blvd & Lenox Ave,Manhattan,110,Not Applicable,Not Applicable,40.8178,-73.94,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.96072572102857 40.63529451304157),259,3,Brooklyn,314,40,42,21,9,2418,General,4/30/2014,1717 Foster Avenue,1717 Foster Avenue,Foster Avenue,E 17th Street and E 18th Street,Brooklyn,314,B8,Not Applicable,40.6353,-73.9607,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-74.00742650325657 40.72600533871771),960,1,Manhattan,102,3,66,27,10,982,BID,7/3/2012,304 Hudson Street,304 Hudson Street,Hudson Street,Vandam and Spring Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.726,-74.0074,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-74.00225608242054 40.675953754192385),568,3,Brooklyn,306,38,51,25,7,2385,Senior Center,2/19/2015,110 W. 9th Street,110 W. 9th Street,W 9th Street,Gowanus Expressway & Henry Street,Brooklyn,306,Not Applicable,Not Applicable,40.676,-74.0023,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.99309340198442 40.73345952496067),1002,1,Manhattan,102,2,66,28,12,3079,General,9/12/2015,83 University Place,83 University Place,University Place,East 11th Street & East 12th Street,Manhattan,102,Not Applicable,Village Alliance,40.7335,-73.9931,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9789621244076 40.64290287620872),1903,3,Brooklyn,312,39,44,21,10,1021,Plaza,5/30/2012,114 Beverley Road,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,312,Not Applicable,Not Applicable,40.6429,-73.979,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95117335249826 40.691455996358535),709,3,Brooklyn,303,36,56,25,8,1551,General,1/18/2013,617 DeKalb Avenue,,DeKalb Avenue,Nostrand Avenue & Marcy Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.6915,-73.9512,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.85548420896242 40.701848450493436),797,4,Queens,405,30,38,15,6,4225,Bus Route,1/29/2019,83-40 Woodhaven Blvd,83-40 Woodhaven Blvd,Woodhaven Blvd,Forest Park Drive & Myrtle Avenue,Queens,405,Q52,Not Applicable,40.7018,-73.8555,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.99360010835679 40.6928738006424),1888,3,Brooklyn,302,33,52,26,7,4211,General,6/6/2019,142 Joralemon Street,142 Joralemon Street,Joralemon Street,Clinton Street & Sidney Place,Brooklyn,302,Not Applicable,Not Applicable,40.6929,-73.9936,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.9845399681354 40.668423506573625),492,3,Brooklyn,306,39,52,21,7,2011,General,7/9/2013,357-359 9th Street,359 9th Street,9th Street,5th Avenue & 6th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.6684,-73.9845,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.9018466791822 40.7167301839635),915,4,Queens,405,30,30,15,6,636,Bus Route,4/12/2013,60-08 Fresh Pond Road,60-08 Fresh Pond Road,Fresh Pond Road,60th Avenue & 60th Road,Queens,405,Q58,Not Applicable,40.7167,-73.9018,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.92662642177723 40.619039191314414),181,3,Brooklyn,318,46,59,19,8,412,Bus Route,4/4/2013,5003 Avenue N,5003 Avenue N,Avenue N,Utica Avenue & E 51st Street,Brooklyn,318,B41,Not Applicable,40.619,-73.9266,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.87482656634549 40.8728826013251),1834,2,Bronx,207,11,80,36,13,2339,General,3/19/2014,3170 Webster Avenue,3170 Webster Avenue,Webster Avenue,E204th & E205th Street,Bronx,207,BX41,Not Applicable,40.8729,-73.8748,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89201854153467 40.824286352302934),1612,2,Bronx,202,17,85,32,15,1578,General,1/14/2013,1051 Southern Blvd,,Southern Blvd,Westchester Avenue and Aldus Street,Bronx,202,Not Applicable,Not Applicable,40.8243,-73.892,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97469500172535 40.785092981837835),1391,1,Manhattan,107,6,69,29,10,1310,General,3/7/2013,127 West 83rd Street,127 West 83rd Street,83rd Street,Amsterdam and Columbus Avenues,Manhattan,107,Not Applicable,Not Applicable,40.7851,-73.9747,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96584789031881 40.687350908870975),658,3,Brooklyn,302,35,57,25,8,1545,General,1/15/2013,380 Washington Avenue,380 Washington Avenue,Washington Avenue,Greene Ave. & Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.6874,-73.9658,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.83191953883083 40.700973700307436),790,4,Queens,409,29,27,10,5,2295,General,12/9/2013,118-14 Hillside Avenue,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,409,Not Applicable,Not Applicable,40.701,-73.8319,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98547998420318 40.61677324953402),171,3,Brooklyn,311,47,48,22,10,2488,General,5/29/2014,6409 20th Avenue,6409 20th Avenue,20th Avenue,64th Street & 65th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6168,-73.9855,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92023957670222 40.847304654342544),1991,2,Bronx,205,14,77,29,15,1754,General,2/4/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8473,-73.9202,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94167088665859 40.60037817215186),2122,3,Brooklyn,315,46,41,19,9,3919,Senior Safety,1/24/2018,2944 Gravesend Neck Road,2944 Gravesend Neck Road,Gravesend Neck Road,Nostrand Avennue & Avenue U,Brooklyn,315,Not Applicable,Not Applicable,40.6004,-73.9417,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 2.0
POINT (-73.9370447982585 40.69806691407949),758,3,Brooklyn,304,34,53,18,7,95,Bus Route,4/14/2012,893 Broadway,893 Broadway,Broadway,Arion Place and Belvedere Street,Brooklyn,304,B46,Not Applicable,40.6981,-73.937,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.97570092396695 40.68681886997466),1910,3,Brooklyn,302,35,57,25,8,1062,Plaza,5/16/2018,650 Fulton Street,650 Fulton Street,Plaza,Fulton Street and Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.6868,-73.9757,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.7694779095268 40.76068352203276),1237,4,Queens,411,19,26,11,6,1517,BID,1/30/2013,43-25 Bell Blvd,43-25 Bell Blvd,Bell Blvd,43rd Avenue and Northern Boulevard,Queens,411,Q31,Bell Blvd BBA,40.7607,-73.7695,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.86271014452825 40.74946068315281),1932,4,Queens,404,21,39,13,14,1342,Plaza,6/1/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495,-73.8627,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.9208898865436 40.81443208542511),2013,2,Bronx,201,8,84,29,15,2140,Community Health Centers,9/9/2013,2737-2741 3rd Avenue,2737-2741 3rd Avenue,3rd Avenue,East 145th and 146th Streets,Bronx,201,Not Applicable,Not Applicable,40.8144,-73.9209,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.88686815492049 40.70138452932562),793,4,Queens,405,30,38,15,6,3541,General,12/9/2016,66-40 Myrtle Avenue,66-40 Myrtle Avenue,Myrtle Avenue,66th Place & 67th Street,Queens,405,Not Applicable,Not Applicable,40.7014,-73.8869,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.99387160231305 40.76201167580387),1242,1,Manhattan,104,3,67,27,10,1731,General,2/8/2013,645 10th Avenue,645 10th Avenue,10th Avenue,45th & 46th Streets,Manhattan,104,Not Applicable,Not Applicable,40.762,-73.9939,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.9756950610738 40.67425872650182),550,3,Brooklyn,306,39,52,20,9,4064,General,5/8/2018,100 B 7th Avenue,100 B 7th Avenue,7th Avenue,Union Street & President Street,Brooklyn,306,B67,Not Applicable,40.6743,-73.9757,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.88525435462472 40.750064195446704),1167,4,Queens,403,25,39,13,14,1828,General,6/18/2013,35-51 81st Street,35-51 81st Street,81st Street,35th & 37th Avenue,Queens,403,Q32,Not Applicable,40.7501,-73.8853,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.90854046015866 40.6607157046293),410,3,Brooklyn,316,42,60,19,9,3027,General,1/14/2015,774 Rockaway Ave,774 Rockaway Ave,Rockaway Avenue,Riverdale Avenue & Newport Street,Brooklyn,316,B60,Not Applicable,40.6607,-73.9085,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 1.0
POINT (-73.9714261792521 40.79461688691928),1442,1,Manhattan,107,7,69,31,10,806,General,10/12/2012,209 West 96th Street,209 West 96th Street,West 96th Street,Broadway and Amsterdam Avenue,Manhattan,107,M96,Not Applicable,40.7946,-73.9714,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-74.00669799997073 40.705795527176036),824,1,Manhattan,101,1,65,26,10,2038,General,8/12/2013,80 Pine Street,80 Pine Street,Water Street,Maiden Lane and Pine Street,Manhattan,101,BM1,Alliance for Downtown New York,40.7058,-74.0067,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKLESS 1.0
POINT (-73.91303698846083 40.82404105853379),1610,2,Bronx,203,17,79,32,15,3447,Municipal Facilities,6/8/2016,421 E 161st Street,421 E 161st Street,161st Street,Melrose Avenue & Elton Avenue,Bronx,203,Not Applicable,Not Applicable,40.824,-73.913,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
